text,intent
Can i substitute cream for milk?,ingredient_substitution
Can i use baking soda instead of baking powder?,ingredient_substitution
What can i use as a substitute for yeast?,ingredient_substitution
Substitute for milk in pancakes?,ingredient_substitution
Alternatives to white wine in food?,ingredient_substitution
Can i use something else if i don't have eggs?,ingredient_substitution
Can i use a green pepper instead of a red pepper?,ingredient_substitution
Is it possible to use sausage instead of hot dog?,ingredient_substitution
Is it ok to substitute spinach for lettuce?,ingredient_substitution
Is crushed garlic the same as powdered garlic for a spaghetti sauce?,ingredient_substitution
Can i use almond milk instead of rice milk?,ingredient_substitution
Can i swap cayenne pepper for black pepper?,ingredient_substitution
Can i use normal flour if i don't have bread flour?,ingredient_substitution
Can i use olive oil instead of butter?,ingredient_substitution
Can i use coconut oil instead of olive oil?,ingredient_substitution
Can you just use regular milk instead of buttermilk?,ingredient_substitution
Can i use strawberries instead of pineapples for this?,ingredient_substitution
Can i use sharp cheddar instead of muenster?,ingredient_substitution
Can i use mayonnaise instead of miracle whip?,ingredient_substitution
Can i substitute rice milk for milk?,ingredient_substitution
Place a phone call to yiming?,make_call
Phone lobby?,make_call
Can you call dominos pizza?,make_call
Can you redial the last number dialed?,make_call
Call 911?,make_call
Can you call a taxi?,make_call
Can you call mom?,make_call
Call work?,make_call
Call justin?,make_call
Call home?,make_call
Call erryn?,make_call
I have to call the commander?,make_call
I will be calling hr?,make_call
It is important that i call katie?,make_call
X is who i need to call?,make_call
I am going to call the landlord?,make_call
Call macy?,make_call
Dial lisa's cell phone number?,make_call
Please dial david now?,make_call
I need you to call michael at home?,make_call
Can you call mary?,make_call
Please phone lizzy?,make_call
Please dial x's phone number?,make_call
Dial x's phone please?,make_call
Please call toby?,make_call
Call dave?,make_call
Call my best friend?,make_call
Can you make a phone call to mark?,make_call
Can you call my mom?,make_call
Call mark?,make_call
Call friend?,make_call
Can i call a restaurant?,make_call
Can you make a phone call to kevin?,make_call
Call bob for me?,make_call
Call my mother?,make_call
Call jim?,make_call
Can you make a phone call to roger?,make_call
Can you make a phone call to dave?,make_call
Call mymother?,make_call
Can you make a phone call to randy?,make_call
Bella needs to be called?,make_call
Give liz a call?,make_call
Would you give jenny a call?,make_call
I want you to call bella?,make_call
Phone call secretary?,make_call
Get a hold of sue?,make_call
I'm looking to call a group?,make_call
Call tom?,make_call
Dial x's number?,make_call
Dial christie's cell?,make_call
Call christie's work number?,make_call
Phone christie?,make_call
Call christie?,make_call
Please dial christie's number?,make_call
Can you call someone?,make_call
Call someone for me?,make_call
Dial someone's phone number?,make_call
I need to talk to someone on the phone?,make_call
Call someone?,make_call
It's time for me to call drew?,make_call
It's necessary to call michael?,make_call
I must call jordan?,make_call
X is waiting for me to call?,make_call
Put me on a call to sally?,make_call
Place a call to bill now?,make_call
I want to place a call to mike?,make_call
I have to call jane?,make_call
Can you call russell?,make_call
Place call to robby?,make_call
Dial sarah?,make_call
Call robby?,make_call
Phone sarah?,make_call
Call sarah?,make_call
Call robby for me?,make_call
I want to call robby?,make_call
Can you call robby?,make_call
Phonecall sarah?,make_call
I want to talk to sarah?,make_call
Dial steven?,make_call
Phone steven?,make_call
Ring steven?,make_call
Call steven?,make_call
I want to make a call to uncle?,make_call
Use my phone to dial work?,make_call
Start a phone call with kathy?,make_call
Initiate a phone call with receptionist?,make_call
Can a phone call be made to maria?,make_call
I need you to call the broker?,make_call
Please do me a favor and call brother mario?,make_call
Can you please call nata?,make_call
Call sandra right now?,make_call
Immediately call tom?,make_call
I must call dr smith?,make_call
Connect me to bob?,make_call
Place a call to father callahan?,make_call
I should call ruthie?,make_call
Please call christy?,make_call
I must call roderick?,make_call
Please make a phone call to christopher?,make_call
I need to call mark?,make_call
Wake me up at noon tomorrow?,alarm
Set my alarm for getting up?,alarm
Make sure my alarm is set for three thirty in the morning?,alarm
Please set an alarm for mid day?,alarm
Have an alarm set for three in the morning?,alarm
You need to set alarm for me?,alarm
I need you to set alarm for me?,alarm
Set the alarm for me?,alarm
Can you set alarm for me?,alarm
Please set alarm for me?,alarm
Make a new alarm for 6 in the morning?,alarm
Make a new alarm?,alarm
Create an alarm?,alarm
I need an alarm for 6am?,alarm
Can you alert me at 6 in the morning?,alarm
I'd like a new alarm set for 6am?,alarm
"Set an alarm for 6am, please?",alarm
Initiate a new alarm please?,alarm
Set up an alarm?,alarm
Make up a new alarm?,alarm
I want to make an alarm?,alarm
I would like an alarm set?,alarm
Schedule an alarm?,alarm
I need an alarm set?,alarm
I need alarms set for 6am and 615am?,alarm
I need an alarm to go off tomorrow at five fifteen?,alarm
Can you set an alarm for seven fifteen for tomorrow?,alarm
Set me an alarm for 4pm and another for 5pm?,alarm
Set one alarm for 215pm and another for 7pm?,alarm
Create an alarm for 9 am and another one for 11 am?,alarm
Set the alarm to go off at 9 tomorrow?,alarm
Make an alarm for tomorrow at twilight?,alarm
Set up two alarms one for 10am and another for 2pm?,alarm
Please set up an alarm to go off tomorrow at daybreak?,alarm
Could you set one alarm for 8am saturday and one for 9am sunday?,alarm
Can i turn on the alarm now?,alarm
How do i set the alarm?,alarm
Please turn on the alarm?,alarm
Set my alarm for 6am tomorrow?,alarm
Set alarm for 6am?,alarm
Can you play an alarm at 5pm?,alarm
Create alarm 6am?,alarm
Set alarm for 5pm?,alarm
Make an alarm 6am?,alarm
Create an alarm for 6am?,alarm
Put in an alarm for 5pm?,alarm
I want an alarm at 5pm?,alarm
Set my alarm for 5pm?,alarm
Set an alarm?,alarm
Create alarm?,alarm
Set alarm?,alarm
I need an alarm to wake me up at 8 tomorrow morning?,alarm
I need you to set an alarm for 8am tomorrow?,alarm
Please set an alarm for 5 am?,alarm
Set an alarm for 9pm please?,alarm
I need an alarm set for 6 in the morning?,alarm
I need an alarm set for 10:00 and another set for 3:00?,alarm
Set an alarm for me for 10:00 and another one set for 4:00?,alarm
Would you set my alarm for 10:00 and another for 3:00?,alarm
Provide assistance by setting an alarm at 8:00 and another for 11:00?,alarm
Assist me by setting my alarm for 9:00 and another for 11:00?,alarm
Tomorrow i need an alarm at 7 tomorrow?,alarm
"At 9 tomorrow, set off the alarm?",alarm
Tomorrow i would like an alarm for 9 tomorrow?,alarm
Tomorrow i need the alarm to go off at 5?,alarm
Sound the alarm at 6 am tomorrow?,alarm
Set reminder for 2 pm?,alarm
Wake me up at 6 am?,alarm
Ring my phone at 12 pm?,alarm
Set alarm for 5 am?,alarm
Please set an alarm for 2 pm for me?,alarm
Set an alarm for 5 pm?,alarm
Can you make an alarm for 7 am?,alarm
Set a 5 am alarm please?,alarm
I need an alarm at 8 pm?,alarm
Set an alarm to start work and another to stop?,alarm
Set an alarm to go to sleep and another to wake up?,alarm
Please set a reminder for me?,alarm
Set an alarm to work out and another to go home?,alarm
Create an alarm for me?,alarm
Set an alarm for lunch and another for dinner?,alarm
Make an alarm for me?,alarm
Set an alarm for my meeting and another for my phone call?,alarm
I want an alarm set up?,alarm
I need an alarm set please?,alarm
Have an alarm wake me at 10:30 am?,alarm
I want an alarm to go off at 9 am?,alarm
I need an alarm set for 9 am and another for 11 am?,alarm
